1.7119,-0.19412,0
2.2272,-0.06921,0
1.9085,0.12223,0
1.7985,-0.11688,0
2.0108,0.02555,0
1.6742,0.12499,0
1.9278,-0.17625,0
1.771,0.22127,0
1.6199,-0.05083,0
2.2444,0.07235,0
1.9434,-0.24692,0
1.7848,-0.20019,0
2.2652,-0.04789,0
2.3101,0.19006,0
1.7044,0.02363,0
1.8258,0.20427,0
2.1844,-0.09378,0
1.8291,0.08529,0
1.6243,-0.14942,0
1.7013,-0.03057,0
1.9371,-0.1708,0
2.1006,0.03957,0
1.8515,-0.00613,0
1.9352,0.26172,0
2.3648,-0.00413,0
1.7605,0.14765,0
1.7119,-0.1278,0
2.1702,0.1897,0
2.0956,-0.18844,0
2.077,-0.10517,0
1.9781,-0.15355,0
1.8638,0.22035,0
2.0999,0.21446,0
2.2422,-0.16677,0
2.2035,-0.26791,0
1.8022,-0.08612,0
1.7116,-0.23943,0
1.8452,-0.25182,0
2.2357,-0.16254,0
2.0215,-0.03436,0
1.7293,0.06713,0
1.9001,0.17786,0
2.2512,-0.16614,0
1.5468,0.01138,0
1.6639,-0.13998,0
1.7801,-0.01583,0
1.7029,-0.1116,0
1.8387,0.13595,0
1.735,0.08589,0
1.8713,0.13456,0
1.6813,0.09122,0
1.6571,0.11138,0
1.8967,0.25218,0
1.8782,-0.24181,0
2.0596,0.21559,0
1.9764,0.00926,0
1.9956,-0.25286,0
2.0547,-0.2518,0
2.117,0.09903,0
1.7664,-0.03975,0
1.9867,0.05736,0
1.8029,0.23371,0
2.1905,-0.17976,0
2.133,0.0634,0
1.8353,0.12133,0
2.3407,0.03636,0
1.8804,0.02398,0
1.9272,-0.1346,0
1.7258,-0.20315,0
2.0572,-0.26703,0
1.9267,-0.08636,0
1.574,-0.04994,0
2.044,0.08003,0
2.2339,0.02294,0
1.7657,-0.01675,0
2.3459,-0.01862,0
1.9401,0.13859,0
1.7693,-0.10997,0
2.1164,0.26721,0
2.0057,0.27238,0
1.7921,0.10843,0
2.043,0.051,0
1.5781,0.03184,0
1.956,0.28635,0
1.6419,-0.09254,0
1.7506,-0.06854,0
2.0909,0.1581,0
2.025,0.28263,0
1.7371,0.11222,0
1.899,0.22312,0
1.6689,-0.11991,0
1.9741,0.14002,0
2.0385,-0.0695,0
2.1259,0.01886,0
1.9588,-0.01901,0
2.093,0.20229,0
2.3154,0.06837,0
2.061,-0.06055,0
1.932,0.02773,0
1.8152,0.14266,0
2.3909,0.02714,0
1.8581,-0.18146,0
1.6861,-0.22765,0
2.0212,-0.0334,0
1.8762,-0.0037,0
1.7506,-0.07799,0
1.7691,-0.19588,0
1.8811,0.12553,0
1.8916,-0.21713,0
1.7594,-0.02766,0
1.7945,0.05003,0
1.6467,-0.04711,0
1.9551,-0.13894,0
2.1665,-0.14391,0
1.6647,0.04864,0
1.6502,-0.10967,0
1.7431,-0.15889,0
2.1095,0.16594,0
1.7254,-0.15771,0
1.6755,0.17185,0
1.6713,-0.16363,0
1.7323,-0.04928,0
1.873,0.28766,0
1.7807,-0.0533,0
2.152,-0.20307,0
1.8897,-0.20659,0
1.9427,0.14732,0
2.1076,-0.19515,0
1.7433,0.17332,0
2.1402,0.07101,0
1.7165,0.14805,0
1.8258,0.1684,0
1.838,0.20613,0
1.7396,-0.01384,0
1.8252,0.29391,0
2.0151,-0.16956,0
1.9375,0.09742,0
2.2415,0.0224,0
1.7871,-0.07773,0
1.8752,0.27583,0
1.6539,-0.02084,0
1.8057,-0.00536,0
1.6563,-0.11294,0
2.0919,0.01905,0
1.6493,-0.15803,0
1.6406,0.13471,0
1.6633,0.0132,0
1.836,-0.13278,0
1.808,0.1063,0
1.7224,-0.06325,0
2.1506,-0.21392,0
2.3378,0.1363,0
1.8191,-0.25256,0
1.919,0.24925,0
2.041,0.20444,0
1.723,0.07869,0
1.631,-0.1433,0
2.0925,0.01219,0
1.9046,0.09284,0
1.9616,-0.20901,0
2.1762,-0.10248,0
2.1047,-0.2619,0
2.108,-0.18473,0
2.0378,0.06078,0
2.307,-0.01379,0
1.5552,0.05162,0
1.7273,0.12993,0
2.4549,0.17602,0
2.0324,0.15634,0
1.8104,-0.05684,0
1.549,-0.014,0
2.1402,0.19175,0
1.5897,-0.11043,0
1.8036,-0.1448,0
1.5355,-0.02178,0
1.7628,-0.10285,0
1.9036,-0.18302,0
1.8191,-0.08986,0
1.5871,0.01977,0
1.8506,0.02048,0
2.1779,0.26972,0
1.7853,-0.24051,0
1.8702,0.20082,0
2.2499,0.10784,0
1.778,-0.1475,0
2.1317,0.01083,0
1.7312,-0.19543,0
1.6171,-0.10376,0
1.8083,0.05739,0
1.7328,-0.08671,0
2.1274,0.15347,0
2.0604,0.07497,0
2.0453,-0.13601,0
1.9053,0.28586,0
1.9404,0.11922,0
1.8936,0.25978,0
1.7333,-0.18857,0
1.7756,0.13608,0
2.1019,-0.26095,0
1.7916,0.03526,0
1.7838,0.2739,0
2.3348,-0.03545,0
2.1154,-0.10606,0
1.7143,-0.13126,0
2.0635,-0.26883,0
1.7972,0.09407,0
2.267,0.14923,0
1.6893,-0.21114,0
1.886,0.12568,0
2.2119,0.18927,0
1.6964,-0.04558,0
1.8763,0.21707,0
1.7473,-0.14415,0
1.8933,0.27006,0
2.0759,0.20048,0
1.6991,0.04274,0
2.0241,-0.26458,0
1.7256,-0.02908,0
2.1697,0.26049,0
2.0187,-0.22965,0
1.9158,0.2497,0
2.1239,0.0615,0
2.2052,-0.11409,0
1.9975,-0.00331,0
1.8965,-0.24563,0
2.0922,-0.21496,0
1.6847,-0.09268,0
1.8427,-0.16383,0
1.8604,0.25871,0
1.9411,-0.19759,0
1.937,0.06952,0
1.7511,0.12628,0
2.0356,-0.09524,0
1.6878,-0.1248,0
1.927,0.01049,0
1.5896,-0.02779,0
1.6283,-0.05713,0
1.9106,0.28931,0
1.5955,-0.11914,0
1.691,-0.22783,0
1.6282,-0.08698,0
1.7168,0.02004,0
2.0971,-0.11786,0
1.9196,0.08766,0
1.6368,-0.03067,0
2.0139,-0.24747,0
1.9277,-0.24058,0
1.6819,-0.11348,0
1.5904,0.05044,0
2.3334,0.05509,0
1.7236,-0.13067,0
1.6804,0.02722,0
2.1822,-0.25275,0
1.9563,0.22031,0
1.6558,0.09027,0
2.1194,0.02782,0
2.0208,0.28087,0
2.3141,-0.02774,0
1.5497,0.0193,0
1.7892,0.2277,0
1.671,0.12736,0
1.9169,0.24115,0
1.6162,-0.07192,0
1.7971,-0.04921,0
1.8299,0.20085,0
1.7104,0.03194,0
1.9302,0.23983,0
1.8945,-0.1726,0
1.9263,0.12654,0
2.193,0.26168,0
1.83,0.166,0
1.8203,0.26759,0
1.9207,0.11583,0
2.0596,-0.14508,0
1.8062,-0.23232,0
1.8603,0.16198,0
1.7735,0.07888,0
1.9781,0.03054,0
1.9264,-0.09407,0
1.8316,-0.06139,0
1.6116,-0.12022,0
2.137,-0.13742,0
1.8481,-0.13288,0
1.941,0.27303,0
1.9067,-0.10493,0
1.6011,0.02342,0
1.759,-0.23172,0
1.733,-0.1623,0
2.0798,-0.02936,0
2.1302,0.12504,0
1.8494,0.26672,0
2.2861,0.02184,0
2.3547,-0.03277,0
1.9767,0.00897,0
1.7749,0.05621,0
1.7377,-0.08406,0
1.7504,-0.17514,0
1.6435,-0.02875,0
1.8475,-0.24802,0
1.9872,0.27775,0
1.7728,0.2513,0
1.8879,0.06529,0
1.7206,-0.03887,0
1.8325,-0.11787,0
1.70538,-0.16194,0
1.68403,-0.21223,0
1.68025,-0.21406,0
1.74014,-0.16244,0
1.74613,-0.15513,0
1.67632,-0.18077,0
1.73468,-0.20018,0
1.69354,-0.22456,0
1.7185,-0.23304,0
2.23214,-0.06783,0
2.21168,-0.09062,0
2.26363,-0.04299,0
2.24282,-0.03711,0
2.2474,-0.09036,0
2.25978,-0.10699,0
2.22319,-0.07301,0
2.19688,-0.07444,0
2.2512,-0.03065,0
1.92039,0.10404,0
1.87005,0.13959,0
1.88639,0.1049,0
1.9199,0.13739,0
1.90062,0.13856,0
